timestamp,cookie_id,campaign_id,external_site_id
1761976550,96888211,2,695112
1761976620,1278101425,3,567236
1761976645,9688431913,3,765047
1761976779,969016717,1,570141
1761976901,7048447933,3,182313
1761977040,9754112561,1,463116
1761977263,6414481930,1,937118
1761977354,3320735310,2,984173
1761977374,6253696084,3,972688
1761977653,65337299,3,820869
1761977858,8473431288,2,52311
1761977890,5922821387,1,803155
1761978100,9270066306,3,84789
1761978201,7267912803,2,819761
1761978243,3783997176,2,445402
1761978363,249400210,1,253169
1761978365,730794357,3,297918
1761978456,3073100802,3,882037
1761978515,4340037228,3,166718
1761978647,9737230494,2,842319
1761978870,7973618130,2,458362
1761978951,8706749612,1,346957
1761979019,1113137999,1,831568
1761979073,3948995281,2,683440
1761979088,4970796029,3,107579
1761979202,8211741942,3,724865
1761979338,8682347100,1,829494
1761979361,5717053414,3,293351
1761979679,2947048559,2,768139
1761979873,2672813120,2,56511
1761980034,1389761077,2,480553
1761980316,9435449409,2,843794
1761980404,8913086476,1,784423
1761980481,9232983089,3,891957
1761980573,4897652942,1,451399
1761980575,9316929873,2,903075
1761980607,7537845151,2,121048
1761980608,3928547202,1,359086
1761980636,8311178955,1,551641
1761980681,3637399005,1,470633
1761980694,66223661,2,177005
1761980791,9435307682,1,346725
1761980822,6637084048,3,834615
1761980827,4449702625,3,933060
1761981011,3389593451,1,764126
1761981096,9187394452,2,369515
1761981152,7998099813,1,874056
1761981185,483607399,1,593298
1761981377,1524141418,3,705444
1761981508,1429174505,3,924802
1761981637,8574112912,3,149970
1761981675,7560868998,2,133087
1761981820,6723560852,2,160444
1761981845,2685908489,1,487059
1761981956,8412489585,2,493423
1761982141,681804343,2,395532
1761982513,3121359890,2,485906
1761982728,449136067,2,563635
1761983081,591732195,1,973287
1761983203,8484188844,2,894263
1761983280,4589951295,2,801860
1761983369,6815939140,3,473448
1761983418,5048807097,2,956449
1761983518,5520099103,2,906721
1761983707,5273131222,2,530004
1761983798,9182698967,2,644089
1761983807,5248324234,1,228627
1761983896,6000015966,1,497713
1761984015,5068759200,1,38700
1761984042,9850329843,2,885406
1761984108,5113310281,3,727403
1761984159,4844499598,1,963277
1761984280,6756617823,1,622729
1761984309,976029906,1,179498
1761984609,5814643792,3,994370
1761984686,5847334226,1,670248
1761985033,7648029252,1,177514
1761985142,6766874153,1,487935
1761985255,9418662722,1,202655
1761985389,5764431277,1,434374
1761985417,3835061038,3,92860
1761985519,6337535262,1,502467
1761985593,1518577713,3,593298
1761985600,864463879,2,334132
1761985750,1638619642,3,882546
1761985861,3364863638,2,335053
1761985895,6139337407,2,453518
1761985956,6400014254,2,469345
1761986005,5356187574,3,248280
1761986026,865443234,3,4013
1761986039,9815348573,2,485030
1761986059,8860914398,2,626562
1761986270,2249900359,2,514828
1761986410,7375089750,3,353920
1761986414,32410865,2,683627
1761986428,6492663338,3,908473
1761986492,2246338835,1,595559
1761986547,7094153774,3,650086
1761986726,3369857869,1,394888
1761986803,8158567988,2,122156
1761987319,2675089908,2,20941
1761987413,7618913183,1,100197
1761987498,222433913,2,77040
1761987720,1440540246,1,924248
1761987767,6621843495,3,996863
1761987782,6960525721,2,978131
1761987828,714424441,2,754071
1761988066,5224110951,1,493700
1761988104,7242192860,1,585317
1761988145,4206649610,1,532175
1761988145,8765594259,3,183189
1761988275,7146457507,2,187569
1761988295,2212646357,1,819117
1761988328,2203613036,1,146511
1761988630,3168536965,2,436036
1761988847,9074878016,2,626285
1761988866,9313235075,2,645751
1761988895,2137081077,2,247172
1761989015,3131849061,2,151632
1761989267,2968755813,3,708858
1761989566,2029834995,2,20020
1761989770,3863012082,2,605846
1761989815,2211855778,2,536143
1761989886,8331241883,3,671446
1761990094,8091940536,1,59925
1761990377,2164525093,1,876781
1761990378,5259668964,2,377586
1761990528,5002660086,1,745581
1761990548,5558753849,3,771321
1761990698,3792653441,3,181759
1761990719,2915045794,1,319967
1761990773,6601255853,3,255520
1761990789,9554597531,3,341237
1761990871,9000015252,3,674628
1761990913,5730879142,1,586702
1761991100,3641488051,2,489919
1761991118,3735178603,2,905613
1761991179,7452163029,2,683717
1761991185,3826797219,1,764635
1761991267,7807093704,2,670660
1761991269,834932897,3,743365
1761991292,2591929831,2,808321
1761991556,9058817938,3,185495
1761991591,7053226202,3,975780
1761991659,7295507401,1,941917
1761991685,8741769737,1,397606
1761991710,4311266313,1,803709
1761991745,5218237447,2,45438
1761991748,1956959609,3,575217
1761991943,964433388,3,483368
1761991952,7252791462,3,938780
1761992005,9450256007,3,47235
1761992011,3019021766,1,610368
1761992239,9964726635,3,665172
1761992263,650662842,2,456932
1761992300,3195917389,3,993861
1761992343,5441540211,3,767263
1761992528,7923533210,1,990357
1761992655,779344662,3,477738
1761992669,2532467966,3,409465
1761992890,2695294807,1,464823
1761992922,4037893887,3,434097
1761992988,2070912951,1,838583
1761992989,7779303938,1,3459
1761993064,3057399116,3,722746
1761993134,8714350016,2,899294
1761993152,7639596685,2,60015
1761993214,4449149458,2,546520
1761993220,8639758875,3,273511
1761993463,487356466,3,1520
1761993472,4134784846,2,304282
1761993526,3110147037,2,953267
1761993721,4929276616,3,258335
1761993734,893608652,2,468649
1761993838,6538449055,3,163581
1761994034,3885725804,2,578631
1761994069,7759109257,1,964939
1761994083,8496767480,1,512432
1761994119,6728604567,1,222720
1761994183,5756120103,2,582457
1761994204,8926981239,2,806427
1761994224,703536384,2,577568
1761994290,9860068794,3,551042
1761994375,1334990381,3,467084
1761994458,5066064472,1,909903
1761994467,5849024132,1,650086
1761994499,5371713440,1,62089
1761994584,2168331128,2,836644
1761994590,9973381663,3,829262
1761994624,6860682825,2,994183
1761994688,4716707766,1,402914
1761994884,1792659806,2,874932
1761994907,8041180899,2,856851
1761994950,3785469574,2,39119
1761994957,6635911305,1,81188
1761995027,924361135,2,77639
1761995223,9149892607,3,392627
1761995311,9859553506,1,809152
1761995500,1918571609,3,259720
1761995567,9625230511,2,306775
1761995702,3556648721,2,311851
1761995733,8048607714,3,8857
1761995943,8843244922,3,54939
1761996106,2437603945,1,14989
1761996168,5275625939,1,554456
1761996221,9904332293,1,915301
1761996264,8128101273,1,795174
1761996287,848010983,1,509153
1761996364,3021479105,2,977300
1761996545,3329797214,1,904228
1761996548,8399091561,3,707660
1761996577,8563695095,3,631728
1761996679,3245506578,2,650685
1761996903,4417617510,2,708813
1761996906,4881550710,1,656360
1761996966,3097496574,3,929092
1761997004,2460025199,2,686854
1761997081,7724084100,3,466942
1761997161,5520682435,3,279373
1761997258,2913105281,2,862339
1761997453,1480507826,2,289061
1761997612,9942607039,3,971535
1761997641,2738998066,2,208562
1761997818,6755308877,1,233748
1761997846,1018728973,1,142962
1761998261,1432213500,1,360104
1761998390,6178972049,3,69516
1761998484,4924384476,3,200671
1761998578,5961580558,2,369515
1761998610,153133696,1,588319
1761998641,6108405454,2,452552
1761998644,8820052116,3,940764
1761998708,4448752857,3,43177
1761998850,6216841643,2,723113
1761999043,9837981111,2,16284
1761999079,7082893499,1,436822
1761999174,2567678354,2,965583
1761999197,3968546655,2,849424
1761999289,8017207815,3,790188
1761999313,2710593358,3,732801
1761999416,8108081537,2,834106
1761999468,5685871647,2,990357
1761999515,9911191310,1,10055
1761999606,2829580916,1,546939
1761999618,642676078,1,844902
1761999714,2099814374,1,361489
1761999791,3461243700,2,522300
1761999824,5623244382,2,213863
1761999846,6652199024,1,388105
1761999946,3985383204,1,292887
1762000099,3735563951,2,673752
1762000206,8996291376,1,531666
1762000238,9928879266,3,409510
1762000266,2016649217,3,504496
1762000345,8550926205,2,978318
1762000422,1282470206,3,8161
1762000436,6187124995,2,220137
1762000667,916052933,3,558656
1762000675,2602150385,1,44652
1762000676,9733189922,2,235455
1762000743,145869599,2,354519
1762000979,967422436,3,836554
1762001124,9695053429,1,160399
1762001209,8111387296,2,626143
1762001254,2869834449,3,958111
1762001276,2852199783,2,426580
1762001406,1707505096,2,755913
1762001502,9232475561,2,352400
1762001539,752545530,1,960417
1762001662,4364106995,2,4058
1762001693,8896690056,1,44839
1762001716,825634974,3,580428
1762001739,8726557565,1,601833
1762001776,7926938812,1,81697
1762001782,6500182952,2,548736
1762001912,985376087,1,729664
1762001996,9438228731,2,142962
1762002067,8596042162,3,723944
1762002345,6870557532,3,827188
1762002436,6633070394,3,384092
1762002523,9156827594,1,28967
1762002545,2630885587,3,623979
1762002642,2586164212,1,893986
1762002652,1396136015,2,672509
1762002689,7168712306,3,225722
1762002875,5270447759,1,389812
1762003093,5802925991,2,381000
1762003125,9581511641,2,926000
1762003201,553694382,3,270606
1762003313,4868315807,3,483046
1762003563,1350058555,2,979007
1762003646,6082455344,3,719055
1762003722,205673545,1,953222
1762003752,6174422264,1,995800
1762003811,7561130793,1,923050
1762004124,1646661796,3,865064
1762004270,4618350685,1,682332
1762004301,7847877352,3,957647
1762004365,7133595641,2,312540
1762004378,2894662805,2,126169
1762004532,4885383390,2,209992
1762004683,9959334695,3,492457
1762004708,1789406547,3,221200
1762004936,2362323538,1,896801
1762004985,9545842272,3,163259
1762005059,364745144,2,775521
1762005140,6145559065,2,222121
1762005195,22590160,3,959309
1762005309,5087587685,1,141532
1762005359,61273849,2,450935
1762005390,7097690040,1,88570
1762005450,1641958671,3,70534
1762005505,5439017287,3,549013
1762005561,3282066418,1,789776
1762005578,4674169584,2,373573
1762005582,2204811547,3,217876
1762005597,8921009608,1,962723
1762005936,4258656548,2,119431
1762005981,8297357485,2,461686
1762006017,9375015123,2,892324
1762006172,9134907608,2,203441
1762006248,7536341683,1,238869
1762006314,8638807614,2,843150
1762006366,3799600285,3,132398
1762006766,4671747361,2,247816
1762006774,7642213030,3,92860
1762006788,7761777426,3,841166
1762006850,6637199537,3,558192
1762006933,9096427299,2,474234
1762007118,8862599184,2,885406
1762007171,8611464785,3,289937
1762007180,5326830156,3,612584
1762007329,5864764137,2,688239
1762007345,4816870924,2,495317
1762007428,5404412521,2,616320
1762007656,5801707242,1,341694
1762007707,1757680720,1,233793
1762007784,7961474456,3,669417
1762007810,5459850062,3,635509
1762007822,7029524404,1,947959
1762007845,3951849516,1,312031
1762007859,2843667778,2,531022
1762008027,3119773590,2,899706
1762008039,2453127330,2,438851
1762008075,5004658653,1,393039
1762008099,9155495635,3,682751
1762008106,4512739289,1,120172
1762008185,9012995714,2,37180
1762008424,2143518123,2,714855
1762008546,2904699433,2,240576
1762008631,9795576819,2,514229
1762008646,6983567925,3,80267
1762008648,644835360,1,846654
1762008662,1758001491,1,959586
1762008903,7452633420,2,39209
1762008908,3793393822,3,346403
1762009022,8908959859,1,943856
1762009071,5441009415,2,465100
1762009213,5178177119,2,663465
1762009276,4263027005,1,819806
1762009299,1774336118,3,533972
1762009302,6976032478,1,600403
1762009308,316216631,1,764635
1762009624,151186414,1,722746
1762009633,2520849696,1,121692
1762009660,821959258,2,200626
1762009729,5617089156,1,865199
1762009750,1352084149,2,315632
1762009920,7340249840,2,748673
1762009942,5870276076,2,332702
1762010042,6316385810,2,619270
1762010098,6146628189,2,109930
1762010115,4967519557,1,432300
1762010133,9512159351,2,139039
1762010152,6055410297,3,137976
1762010239,3515929639,3,905980
1762010429,4032058645,3,952391
1762010431,3383680544,3,668309
1762010506,7331215946,2,866075
1762010659,6826236769,2,887435
1762010683,3084560926,1,58630
1762010804,7131347132,2,235777
1762010836,8751879875,1,429717
1762010867,751344470,3,621995
1762011146,919994209,2,860265
1762011253,6436040902,3,72241
1762011349,8494373342,3,979606
1762011663,7519917395,1,174789
1762011688,8651878221,2,491072
1762011757,5179155136,1,132533
1762011787,2664998923,1,289383
1762012163,287630650,3,232827
1762012416,8519643343,2,921665
1762012427,9572668626,3,880053
1762012479,4458364425,2,959032
1762012527,3569768460,3,76067
1762012537,9568602230,1,114587
1762012771,2372476995,1,955528
1762012862,1823304354,3,902753
1762012925,1037267558,3,256351
1762013018,982431838,2,172760
1762013055,1215807876,3,597266
1762013157,2860874579,3,171285
1762013214,3937661478,3,314434
1762013343,1634385080,3,260319
1762013463,2713008392,1,564189
1762013486,685446351,1,337546
1762013564,5092989655,1,7285
1762013837,1142685811,3,419153
1762014028,1135044279,3,107070
1762014120,1694003844,1,735249
1762014126,2757430550,2,11852
1762014467,3737234546,3,486460
1762014565,2464327044,2,570418
1762014609,8914039302,3,383583
1762014645,2557548357,2,936107
1762014769,362081250,3,544768
1762014825,3282219148,3,602896
1762014851,7842137350,3,989062
1762014935,4412904542,2,400054
1762014941,7207352234,2,425427
1762014941,5707800513,2,673153
1762014951,1921670511,3,683762
1762014954,6014922675,1,165243
1762015120,513905018,3,307419
1762015307,4738140929,1,754206
1762015450,3249353450,2,562347
1762015569,8028177176,2,33766
1762015570,570921712,3,980070
1762015634,479212748,1,450291
1762015720,5933185670,2,924847
1762015754,7848137545,1,25276
1762015784,532987391,2,882636
1762015896,3532245470,3,335929
1762015979,111631628,3,881947
1762016416,2605328387,3,345340
1762016530,8790695786,1,457763
1762016552,2082791151,1,603495
1762016836,7210189439,1,644508
1762017252,6297603557,1,541863
1762017372,4824951001,2,195872
1762017392,8183007423,3,827001
1762017418,6657340543,3,866906
1762017494,4670468412,3,587301
1762017709,3437083301,2,760068
1762017719,3794833448,2,280848
1762017875,8417833638,2,145126
1762018206,2100081586,1,648978
1762018241,1588099863,2,67906
1762018833,6083909103,3,380079
1762019028,4785345869,3,278819
1762019033,8364159545,3,369373
1762019059,7064544774,3,428287
1762019439,7081191925,3,776629
1762019586,1196477451,3,905935
1762019806,7241837094,2,540246
1762020321,8560422165,2,103978
1762020435,3141941529,1,304424
1762020448,6435785398,3,246109
1762020535,45322014,2,857637
1762020646,607855109,2,649487
1762020787,9606675547,3,131934
1762020968,2550059612,1,745394
1762021127,7926702127,2,802601
1762021193,7641451989,2,251784
1762021202,1136455488,3,231854
1762021210,405796386,1,107901
1762021247,694830241,1,540665
1762021355,8635953998,3,41380
1762021415,2257769073,1,790929
1762021505,9795503601,3,906444
1762021644,9956883796,2,475709
1762021647,1410160171,1,456932
1762021673,7113662851,3,564234
1762021866,3337594072,3,415694
1762021925,4503935825,3,843839
1762022060,4978607649,3,530513
1762022151,473296564,1,748396
1762022173,2293066672,3,978962
1762022176,5483105177,2,228717
1762022288,5476893732,3,108545
1762022289,5958683660,1,159523
1762022298,5064827085,1,162982
1762022337,8845092640,3,428931
1762022345,1327443078,2,804907
1762022568,9843391166,1,139084
1762022654,3295530563,1,852097
1762022793,3610155587,3,219725
1762022833,9585769601,1,704523
1762022952,3092321965,3,25972
1762022983,92315426,2,232318
1762023083,7583037237,3,767218
1762023264,8239381087,2,361489
1762023347,2151481323,1,930155
1762023409,158413102,3,642569
1762023431,1449766274,1,174654
1762023454,3112905646,3,553071
1762023470,7409933303,1,846564
1762023533,465397826,2,967290
1762023642,8155133170,2,702816
1762023701,5833077061,2,679427
1762023743,5892296502,2,647136
1762023907,2699990977,2,733542
1762023947,7212143403,1,150202
1762023971,7044534174,1,784101
1762023989,7049434654,1,217232
1762024051,5509245781,2,396086
1762024166,416203754,2,355260
1762024297,5112171255,2,482350
1762024305,6267530628,2,895461
1762024357,5712829996,1,215757
1762024366,6166488789,3,536555
1762024397,1958200714,1,463483
1762024480,5849185847,1,956816
1762024536,5275998330,2,956681
1762024541,8187032547,1,537895
1762024615,1575063517,2,102503
1762024694,4187413754,2,964797
1762024725,8154820349,2,713657
1762024892,4615988645,2,456101
1762025001,4912734142,1,793512
1762025034,2563214594,3,999723
1762025084,3845501565,3,919726
1762025117,8083293362,1,321352
1762025143,8926303486,3,127644
1762025166,9388887001,2,508232
1762025210,8826928418,2,117312
1762025218,519503758,1,509430
1762025262,8705111490,2,353965
1762025267,2011531130,1,119895
1762025292,1001203455,3,613737
1762025491,1402220017,2,331916
1762025514,640621130,2,178757
1762025584,5480157130,2,543570
1762025664,8267916133,2,689901
1762025688,9145122082,3,948423
1762025779,3466324314,3,140237
1762025800,6609229024,2,301976
1762025900,8598121319,1,473770
1762025906,213232711,2,867183
1762026032,9035199412,1,959818
1762026039,8782218659,2,884852
1762026047,6582538754,2,24632
1762026228,4816831489,3,253678
1762026319,5861724877,2,654795
1762026377,3574786567,2,205605
1762026385,4429480036,2,67674
1762026431,8679164216,1,437698
1762026457,7117827726,2,160444
1762026503,9205778469,3,310601
1762026712,8108297109,1,719886
1762026756,7873950357,1,714166
1762026859,6062642533,3,492734
1762026895,2880523762,3,66012
1762026911,7398749033,2,971902
1762026948,7917679401,1,563590
1762026994,2446707463,3,721406
1762026996,9390621599,2,839459
1762027037,1766569498,2,624945
1762027087,2011522672,1,837475
1762027160,2701137106,3,918715
1762027227,2738226258,3,160953
1762027284,1625798072,3,694513
1762027416,5857355128,1,241961
1762027492,978347097,1,110851
1762027550,7082182043,1,608017
1762027577,3580335150,3,882823
1762027601,8563682083,2,61168
1762027601,3659266851,3,599437
1762027616,6269741131,3,515569
1762027617,2165260498,3,146099
1762027673,8926362419,2,964520
1762027802,6569468090,1,900904
1762027960,7328840744,3,241452
1762027960,5047325257,2,669050
1762028024,9714448035,1,751069
1762028106,4378923670,3,163903
1762028139,9554043562,2,113299
1762028268,9138057668,1,836412
1762028273,9122253609,2,608017
1762028362,6504304727,1,480598
1762028443,1383953249,1,751024
1762028457,3287982433,1,87185
1762028488,7811779608,3,322
1762028511,2262453074,2,999903
1762028512,8532069248,2,986344
1762028756,5374289643,1,625499
1762028757,1597354825,3,447154
1762028811,3594894913,1,351105
1762028929,5927685737,3,105318
1762028931,5972464828,2,2860
1762029016,4373337393,3,995845
1762029040,581067981,2,515060
1762029203,8587742419,2,841810
1762029214,3319550800,2,624346
1762029242,1826193426,2,607463
1762029272,3798781666,2,878256
1762029365,8264805446,1,335240
1762029401,9026352990,2,618948
1762029422,9068502798,2,85710
1762029459,5048786784,3,854545
1762029572,9988431572,1,750103
1762029577,8910589656,2,308482
1762029590,9166938539,1,884575
1762029781,3457367212,3,788069
1762029802,917142970,1,535866
1762029915,5240226885,2,691885
1762029956,7089867265,3,98258
1762030007,2710344999,2,292243
1762030204,2264296019,2,292610
1762030272,5449314576,1,702861
1762030373,2762989846,1,84190
1762030516,2445030747,2,253723
1762030549,7847342734,2,40317
1762030634,8318744473,1,880839
1762030655,5026499743,3,254644
1762030673,8769978690,3,537064
1762030694,4624725416,1,635741
1762030926,5399953718,1,555796
1762030944,1295873010,1,745813
1762030958,6616368567,1,919037
1762030973,1143761880,3,353276
1762031303,1194138434,3,266361
1762031313,9971235965,2,747887
1762031326,3217172771,2,401207
1762031349,9910080119,3,766799
1762031365,8512285655,3,12593
1762031524,775277830,3,43686
1762031547,538837673,2,75790
1762031616,2036826069,2,254554
1762031784,6638667563,1,819806
1762031974,9366296648,2,173913
1762032173,2342586619,2,488811
1762032312,7481476366,3,444384
1762032650,5748204574,1,326982
1762032694,7011536087,3,582921
1762032876,1332319258,2,773537
1762032925,7386351688,3,729851
1762032989,864633356,2,766342
1762032998,7322534581,2,40317
1762033104,4790511425,1,448674
1762033147,545210297,2,411816
1762033151,1568585529,2,679891
1762033339,8004134685,1,556672
1762033344,2141040296,2,261427
1762033360,5708894599,3,825114
1762033364,7908281709,3,67352
1762033392,5783633377,1,366468
1762033482,9037888999,2,74637
1762033529,8486709986,3,5720
1762033611,4876561751,3,987220
1762033648,8075163688,3,566405
1762033700,4728632222,2,3871
1762033726,4260722733,3,41747
1762033809,3746038484,3,190017
1762033909,4151435137,3,169765
1762033928,416059266,1,146511
1762033972,1103217678,1,176084
1762034041,9255866555,3,545000
1762034147,4381678360,2,635419
1762034212,1537604300,1,328270
1762034230,1487421294,2,288829
1762034310,9147349738,3,580383
1762034320,3321430139,2,68782
1762034410,2770231036,1,675414
1762034423,4974445278,1,97891
1762034425,6716813676,1,964475
1762034616,6315523979,2,681688
1762034634,8704651405,2,605247
1762034684,7763426418,1,254599
1762034685,417564258,2,36626
1762034689,7376337016,2,784423
1762034691,8137274474,3,724221
1762034691,2076503543,2,132166
1762035028,654773510,1,755823
1762035053,1406233443,2,844857
1762035257,4460151875,1,827143
1762035266,4811948596,1,183788
1762035377,677104798,1,507723
1762035450,3881402964,1,307374
1762035504,925979815,3,729619
1762035525,5390042108,1,179775
1762035686,7780083258,3,878301
1762036016,4045352985,3,747610
1762036124,3254971327,1,705077
1762036141,1922746765,3,386630
1762036297,272192726,2,894772
1762036307,5028828355,2,698249
1762036321,5346170018,2,399545
1762036561,9256374595,3,4148
1762036564,9115903694,3,65368
1762036627,838233881,3,129074
1762036637,5566581258,1,81465
1762036670,9102090764,3,262625
1762036673,9245177578,3,94799
1762036749,32634004,2,327903
1762036770,4106579563,3,876916
1762036858,6150344294,1,448075
1762036858,1520679093,2,670293
1762037206,5539567014,3,351891
1762037237,3169897634,1,426902
1762037249,5204050460,2,146099
1762037256,70818758,1,98168
1762037479,3141440457,2,553902
1762037563,6132969636,1,780043
1762037595,4430177984,1,677211
1762037595,3348482738,3,558514
1762037716,4991514886,3,633847
1762037742,2645299492,2,635831
1762037936,2676428027,3,422979
1762037984,9477260732,1,204317
1762038023,2899908591,3,834660
1762038031,753636130,3,759050
1762038049,5340348430,1,689624
1762038063,697994043,3,668077
1762038068,5810074145,3,995613
1762038170,8440272918,1,233838
1762038356,5295116503,2,483922
1762038408,9765536460,1,61445
1762038417,9983952511,2,420119
1762038429,940308494,3,898875
1762038460,1556161476,2,151355
1762038485,1040461862,3,614291
1762038493,8393665350,1,57155
1762038538,1190932988,3,809519
1762038690,9682866806,1,207222
1762038714,9389221627,3,6132
1762038807,4778120123,1,674905
1762038809,5812975400,2,117866
1762038879,721271149,2,647548
1762038914,6541934777,2,779212
1762038980,579215573,2,514551
1762039053,1153969666,3,518010
1762039084,9833201493,1,779811
1762039149,8075953196,3,107302
1762039167,692973803,3,123399
1762039225,6432595783,3,933659
1762039249,2816987686,3,281724
1762039437,4483375108,1,313648
1762039438,720588438,3,378050
1762039446,4085820735,3,820315
1762039602,2529114124,1,896614
1762039630,145208060,3,442310
1762039675,6386730250,3,366700
1762039678,5326269978,2,599759
1762039704,6023807358,3,642614
1762039737,3782583685,1,16883
1762039811,5622196920,2,420718
1762039811,7931484825,3,44839
1762039899,4632085232,1,18590
1762039929,4304986588,2,519717
1762040211,2400923874,1,793235
1762040249,7159225464,2,318582
1762040262,1413526388,3,763939
1762040273,4053217611,1,193199
1762040325,7193824905,3,123032
1762040414,6335790731,3,979471
1762040424,8934851434,1,376942
1762040472,6925644410,1,194030
1762040505,3105426687,1,608384
1762040519,41537896,2,872349
1762040616,7980897610,3,747520
1762040801,7054775075,1,265395
1762040824,1533788456,1,667388
1762040848,6401524421,3,879132
1762041162,7062458611,2,511047
1762041267,3493607806,2,976791
